v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33
0.2505213924277432,3664.0388506860045,4509.268197292185,9.347742626704335,26.902486289347767,42.33884754418571,2704.9999842463267,74.99999673691693,120.3999996050374,0.3371170684148118,80.10940399455819,50.00000058225781,2633.7280506241896,25.16017247805385,49.99999964434224,3102.213059031974,22.94873080336889,65.73102977180184,230.3078150213146,341.4336788305659,94.59927368164062,77.29698181152344,63.053,53.98,24.644,61.302,0.0,40.064,38.1,46.534,0.0,41.106,18.114
0.25859123349449037,3676.9903591777966,4485.681470340987,9.290166392013914,32.05307936458501,47.60080009741535,2647.319349632378,75.29182146455956,119.62622862839663,0.3202210948606857,77.77395102222154,48.45905172684967,2541.604537970783,25.078688992039513,50.83075798969943,3143.467207207278,22.952085278653026,65.57213013070358,171.11844820428482,268.0159874630843,102.91656651533799,74.6740240203662,63.05004970587922,53.88093130032268,25.704336730445903,60.56769547334419,0.0,38.17657687440817,38.10565401324386,46.52676288198192,0.0,12.715162724536366,40.7393865807012
0.26935606851552046,3642.152089230898,4464.702858200891,9.087372841530076,31.652868355422296,47.03708331346982,2639.6911084898397,74.7712250913479,121.64650392130275,0.3032189482061671,76.38803139992083,51.835125472209306,2528.9327739346472,24.77863041700223,49.359309333716155,3133.380038905639,23.002840251670264,65.12133757551747,129.01118868164372,262.5611986079141,107.1145578732341,73.37888293778818,63.04616727586594,53.79982224274132,26.70354485986163,60.00902674016211,0.0,36.29121887675916,38.13763452857136,46.52199576663512,0.0,26.64585304748863,35.571817541225684
0.28127186397720744,3681.6205297320867,4477.53165707668,8.999506261665724,31.143603156693313,47.50071247016813,2625.099145075422,72.97593635760478,123.41911866160343,0.2915520077378362,75.48096992214818,52.49103906899731,2513.685208274697,25.009788279503656,50.870799443346876,3118.25093108142,22.909367349926427,64.52844624480203,95.57224034437328,259.64473718538886,104.71271914938801,73.12573727580295,63.049864809475245,53.722761929203386,27.636981033289704,59.60882477226655,0.0,34.49442824481805,38.21527467802014,46.51037111688667,0.0,40.98871816714436,31.586913687340186
0.28759231895127585,3635.596153077386,4477.229182309523,9.069389822162215,31.111783687919786,46.90933565010515,2606.5466387236,73.88283732219534,123.4278325593956,0.27339146490702015,74.951722708934,53.489628158638425,2498.587417208189,24.973105154497063,49.40311187491429,3100.0276886326583,22.629900197043895,63.83559390366226,73.72526415355028,258.8995938371728,101.64764332506975,73.43549018158338,63.0478316192446,53.656986894716766,28.521175154858977,59.36001880064497,0.0,32.79332358807654,38.312225256237745,46.526041229238665,0.0,42.422601183007956,29.669122673778606
0.2938011432068674,3677.5456914210763,4483.208988747219,9.012231945658186,31.71112393740688,47.129793829122484,2593.188295549718,72.6693317801075,122.5982852171433,0.2613384907314402,74.5538582949086,54.28920538198702,2485.481686979039,25.031094575291363,49.339045366214336,3082.884772296696,22.924312732984312,63.11931194349978,51.48652595302555,259.47703103185125,101.12926928731414,74.15830462605182,63.056924038681835,53.60999678949975,29.35545969886336,59.17230181118343,0.0,31.18135305656706,38.4555101735386,46.55676780082287,0.0,35.774696777390346,29.389376573920032
0.3051780916529975,3631.154427468273,4406.14996211109,9.074092391693593,31.232585987453028,47.22430004887788,2585.0833962015363,72.70775878062697,121.94221890795144,0.2472146156492297,74.34822454058612,55.40890104728293,2476.6183765767046,25.339606409034428,49.04292176706619,3070.8982766822887,22.76784303720818,62.381419858269254,42.31826936731124,261.3036730354267,102.51652986848549,75.22822004852792,63.05927625602506,53.54775237747268,30.140722430299068,59.010832812878334,0.0,29.648535730183585,38.615509002090796,46.59839218005849,0.0,30.072576865867422,23.910300611833698
0.31295956894735966,3679.5214152870462,4460.710923922721,9.01935196421768,32.206274588148325,47.311709886573844,2581.6672386804808,71.12489077154872,121.94875969778263,0.2344058718762132,74.39838509225635,57.084537165070046,2472.668973310426,25.03405670510618,50.17745408320447,3064.273184283459,22.8086011241275,61.66119765805821,30.943385609849656,262.0587243358893,103.97794334674961,76.35771094494905,63.07263482470939,53.5051282427394,30.883118019052212,58.9447922161425,0.0,28.191416138135395,38.77662455215898,46.642512312708796,0.0,28.9828251444777,25.286038149234493
0.3179008505780492,3662.6307598120893,4483.098982350503,8.94308527873131,32.132652963849075,46.829414116188175,2579.548684508703,70.91627511829051,122.26893535972592,0.22475661841533673,74.69135012116088,59.50640029417114,2470.7013291548797,25.508182540852626,50.404705624308605,3060.857597907011,22.770229895699483,61.00469319918444,24.21709706578349,262.7955336367614,104.43723872646616,77.51945850416753,63.07734570578161,53.455906209963196,31.579239519402112,58.894704180689494,0.0,26.819511695248785,38.93650069027021,46.68238324759784,0.0,30.883419355616915,24.038901606401197
0.3256931052452684,3656.350536102406,4490.373678437978,8.910687641408161,31.97328738654382,47.05317518225288,2578.0559054072824,70.5789578336797,122.47314611165307,0.21338399165624672,75.15601585704404,59.80118128392182,2469.2731351084267,25.4045276891651,48.383489821491565,3058.046552339158,22.966710711102273,60.39270204461782,17.697951373662082,262.89586228227984,104.1409843864974,78.30315013963636,63.09305835658833,53.42495186536935,32.235294049946866,58.86314487257316,0.0,25.509430416506515,39.09041991440953,46.72135187817254,0.0,32.674303552460145,23.239884508822364
0.3327650772948337,3668.155912780725,4440.503613422139,8.940347163976845,31.631276582062284,47.18664449079243,2576.806880348758,69.40483456450272,122.5161169302878,0.20040091284277162,75.68811550843934,60.33145072743894,2468.5263260666134,25.708531256363774,48.97810341293329,3057.5097069951275,22.800248966998087,59.86512183137452,13.369745819234135,262.83242139003227,103.79753957881546,78.81335555896018,63.09512092431178,53.39776821608779,32.84715960404883,58.79405363753058,0.0,24.27174853693213,39.248738137580794,46.75101907492996,0.0,32.64913153167906,22.309283244546258
0.3381583772091256,3681.7314936812445,4478.662522757419,8.925122570711682,32.10827067496985,46.499838875719256,2576.620974316469,69.67838025587307,122.44069872238143,0.19100448067733697,76.19888428049212,62.144483577581056,2468.0901379141646,25.468099895115326,48.91323254850563,3056.080261115282,22.892102272998898,59.43270479972274,10.023512716379086,262.9680002696995,103.75599355971339,79.17518947955834,63.099556592357786,53.376189649904376,33.52515893126949,58.71881989375058,0.0,23.091567032312415,39.395503950073866,46.79148487602332,0.0,31.83608734872108,24.798198840293466
0.3449816831581731,3682.4150522076657,4436.103719809662,8.883497570081635,31.565588558756172,46.92403318320894,2575.591638735933,68.82722944156959,122.44337233051434,0.18402407800476311,76.6925529275721,62.1523511576265,2468.4283087047424,25.70715586781965,50.22681763902877,3055.8818318190774,22.918002451366654,59.04986614289393,6.137090674025902,263.01548274485833,103.95801569519959,79.40348510996164,63.11338709042265,53.36417974636924,34.162481242428335,58.65104959654266,0.0,21.974938800000288,39.55734242126584,46.843322444180004,0.0,31.450987235761474,22.913464945178394
0.3520188627565735,3692.7240175006095,4433.830614530187,8.975869440360631,31.68703818942953,46.876870759708275,2575.617468998554,68.6056971581518,122.48365792023104,0.17408829490262287,77.11330330372655,65.04462379893312,2468.5740546454404,25.95220408460937,51.800767818245006,3056.4070172493125,22.868812829674866,58.73461458646406,5.964524128439042,262.7514124165311,104.09306548250775,79.47928124920423,63.12046260330087,53.336300880754955,34.759987606357996,58.625759765789056,0.0,20.911194688689363,39.70606471601017,46.89165167010541,0.0,31.440487763688424,21.331932580484292
0.3580337838107705,3648.050552991351,4470.8257810281275,8.967127441508778,31.67415066552149,46.65454637438971,2575.7378846712595,67.20465297577226,122.57293334297738,0.16186268055947262,77.50299501654672,66.23624233606917,2467.1230636623245,26.277754954281534,50.54012051321884,3055.9244948689393,22.737160650218446,58.473372863862956,4.644462461806369,262.3652179743922,104.09461023318407,79.55243883366133,63.12663599453715,53.312619679806936,35.32310051282142,58.61017879745751,0.0,19.90247749543324,39.86877282330165,46.944245926654645,0.0,31.86739476663019,23.519108087413017
0.3640295020034512,3663.1877142743447,4434.593671608747,8.874316554202677,31.72519657470575,47.17847595434274,2574.7126110485174,66.81826857367092,122.61885777178857,0.1530866686250473,77.83167843204035,64.13287581009502,2467.34972005434,26.20707654193371,48.34946104551545,3055.6409110022387,22.72709333951592,58.293444620446,3.101718140700206,262.43440138402644,104.02111213641885,79.64185850860639,63.133667382115206,53.292237502745664,35.84938750194295,58.616170164943206,0.0,18.945501092226397,40.017431393295084,46.98987042972496,0.0,32.13797352269015,23.735266741276366
0.3699675335000267,3656.5175413007423,4434.529863122432,8.919630822994147,31.81681075650712,46.641595580870224,2573.5909955296706,67.15130767302601,122.63805219537392,0.14840583877922311,78.1433261011741,66.13769366358467,2467.196218850956,26.430988747975032,50.13331429684534,3054.2887798381207,22.73077403538554,58.11288109599967,2.2892005322600495,262.2167533251214,103.98080152562221,79.69800537340289,63.143841046549745,53.28695656728951,36.34134693434817,58.58395791440294,0.0,18.03289762581238,40.16265413912718,47.03685612553813,0.0,32.02645722497918,21.08446348802683
